mature_miRNA,disease,potential_biomarker,miRNA_type,author,journal,title,year,method,description
hsa-miR-141,bladder cancer,0,circulating,Scheffer AR et al.,World J Urol.,Circulating microRNAs in serum: novel biomarkers for patients with bladder cancer?,2012,qrt-pcr,"the analysis of mir-141 and mir-639 in the validation cohort demonstrated that microrna levels were similar in bladder cancer patients and control subjects. furthermore, microrna levels were not correlated with clinicopathological parameters (pt-stage, metastasis, grading). the analysis of serum mir-141 and mir-639 levels does not seem to be helpful in the diagnosis or prognosis of bca."
hsa-miR-639,bladder cancer,0,circulating,Scheffer AR et al.,World J Urol.,Circulating microRNAs in serum: novel biomarkers for patients with bladder cancer?,2012,qrt-pcr,"the analysis of mir-141 and mir-639 in the validation cohort demonstrated that microrna levels were similar in bladder cancer patients and control subjects. furthermore, microrna levels were not correlated with clinicopathological parameters (pt-stage, metastasis, grading). the analysis of serum mir-141 and mir-639 levels does not seem to be helpful in the diagnosis or prognosis of bca."
hsa-miR-214,breast cancer,1,circulating,schwarzenbach h et al.,breast cancer res treat.,diagnostic potential of pten-targeting mir-214 in the blood of breast cancer patients.,2012,taqman microrna assays,"the relative concentrations of four circulating micrornas (mir-19a, mir-20a, mir-21, and mir-214) in blood serum were measured by taqman microrna assays. Levels of preoperative serum mir-20a and mir-21 were significantly higher in patients with breast cancer and benign disease than in healthy women (p = 0.0001), but only serum mir-214 could discriminate malignant from benign tumors and healthy controls (p = 0.0001) with an area under the curve of 0.878 and 0.883 in roc analysis, respectively."
hsa-miR-215,breast cancer,1,circulating,van schooneveld e et al.,breast cancer res. 14(1):r34.,expression profiling of cancerous and normal breast tissues identifies micrornas that are differentially expressed in serum from patients with (metastatic) breast cancer and healthy volunteers.,2012,"mirvana mirna isolation kit (ambion, austin, tx, usa)|microrna isolation kit (biochain institute inc, hayward, ca, usa)|nanodrop nd1000 (nanodrop technologies, waltham, ma, usa)|taqman microrna reverse transcription kit (applied biosystems)|qrt-pcr","mirna expression in cancerous samples tends to be repressed when compared with mirna expression in healthy controls (p = 0.0685). The four most discriminating mirnas by fold-change (mir-215, mir-299-5p, mir-411, and mir-452) were selected for further analysis on serum samples. All mirnas at least tended to be differentially expressed between serum samples from patients with cancer and serum samples from healthy controls "
hsa-miR-299-5p,breast cancer,1,circulating,van schooneveld e et al.,breast cancer res. 14(1):r34.,expression profiling of cancerous and normal breast tissues identifies micrornas that are differentially expressed in serum from patients with (metastatic) breast cancer and healthy volunteers.,2012,"mirvana mirna isolation kit (ambion, austin, tx, usa)|microrna isolation kit (biochain institute inc, hayward, ca, usa)|nanodrop nd1000 (nanodrop technologies, waltham, ma, usa)|taqman microrna reverse transcription kit (applied biosystems)|qrt-pcr","mirna expression in cancerous samples tends to be repressed when compared with mirna expression in healthy controls (p = 0.0685). The four most discriminating mirnas by fold-change (mir-215, mir-299-5p, mir-411, and mir-452) were selected for further analysis on serum samples. All mirnas at least tended to be differentially expressed between serum samples from patients with cancer and serum samples from healthy controls "
hsa-miR-411,breast cancer,1,circulating,van schooneveld e et al.,breast cancer res. 14(1):r34.,expression profiling of cancerous and normal breast tissues identifies micrornas that are differentially expressed in serum from patients with (metastatic) breast cancer and healthy volunteers.,2012,"mirvana mirna isolation kit (ambion, austin, tx, usa)|microrna isolation kit (biochain institute inc, hayward, ca, usa)|nanodrop nd1000 (nanodrop technologies, waltham, ma, usa)|taqman microrna reverse transcription kit (applied biosystems)|qrt-pcr","mirna expression in cancerous samples tends to be repressed when compared with mirna expression in healthy controls (p = 0.0685). The four most discriminating mirnas by fold-change (mir-215, mir-299-5p, mir-411, and mir-452) were selected for further analysis on serum samples. All mirnas at least tended to be differentially expressed between serum samples from patients with cancer and serum samples from healthy controls "
hsa-miR-452,breast cancer,1,circulating,van schooneveld e et al.,breast cancer res. 14(1):r34.,expression profiling of cancerous and normal breast tissues identifies micrornas that are differentially expressed in serum from patients with (metastatic) breast cancer and healthy volunteers.,2012,"mirvana mirna isolation kit (ambion, austin, tx, usa)|microrna isolation kit (biochain institute inc, hayward, ca, usa)|nanodrop nd1000 (nanodrop technologies, waltham, ma, usa)|taqman microrna reverse transcription kit (applied biosystems)|qrt-pcr","mirna expression in cancerous samples tends to be repressed when compared with mirna expression in healthy controls (p = 0.0685). The four most discriminating mirnas by fold-change (mir-215, mir-299-5p, mir-411, and mir-452) were selected for further analysis on serum samples. All mirnas at least tended to be differentially expressed between serum samples from patients with cancer and serum samples from healthy controls "
hsa-miR-210,breast cancer,1,circulating,jung ej et al.,cancer. ,plasma microrna 210 levels correlate with sensitivity to trastuzumab and tumor presence in breast cancer patients.,2011,reverse transcriptase-polymerase chain reaction ,"circulating mir-210 levels were associated with trastuzumab sensitivity, tumor presence, and lymph node metastases. These results suggest that plasma mir-210 may be used to predict and perhaps monitor response to therapies that contain trastuzumab. "
hsa-miR-21,breast cancer,1,circulating,Wang B et al.,J Cancer Res Clin Oncol.,The expression and clinical significance of circulating microRNA-21 in serum of five solid tumors.,2012,"TRIzol LS Reagent (Invitrogen, Carlsbad, CA, SA)|LightCycler  480 Real-Time PCR System (Roche, USA)|FastStart Universal SYBR Green Master (Rox) mix kit (Roche, USA)","miR-21 was significantly overexpressed in human solid cancerous serum relative to normal control, and its sensitivity and specificity were significantlyhigher than the currently used tumor markers. High miR-21 expression was not correlated with gender, age, clinical stage, and lymph node metastasis status."
hsa-let-7b,breast cancer,1,circulating,Cookson VJ et al.,Cell Oncol (Dordr).,Circulating microRNA profiles reflect the presence of breast tumours but not the profiles of microRNAs within the tumours.,2012,Quantitative PCR,"Potential biomarker microRNAs were identified, including let-7b, let-7g and miR-18b, with higher levels associated with tumours. These microRNAs were over-represented within the more highly expressed microRNAs in matched tumours, suggesting that circulating populations are tumour-derived in part."
hsa-let-7g,breast cancer,1,circulating,Cookson VJ et al.,Cell Oncol (Dordr).,Circulating microRNA profiles reflect the presence of breast tumours but not the profiles of microRNAs within the tumours.,2012,Quantitative PCR,"Potential biomarker microRNAs were identified, including let-7b, let-7g and miR-18b, with higher levels associated with tumours. These microRNAs were over-represented within the more highly expressed microRNAs in matched tumours, suggesting that circulating populations are tumour-derived in part."
hsa-miR-18b,breast cancer,1,circulating,Cookson VJ et al.,Cell Oncol (Dordr).,Circulating microRNA profiles reflect the presence of breast tumours but not the profiles of microRNAs within the tumours.,2012,Quantitative PCR,"Potential biomarker microRNAs were identified, including let-7b, let-7g and miR-18b, with higher levels associated with tumours. These microRNAs were over-represented within the more highly expressed microRNAs in matched tumours, suggesting that circulating populations are tumour-derived in part."
hsa-miR-148b,breast cancer,1,circulating,Cuk K et al.,Int J Cancer. 132(7):1602-12.,Circulating microRNAs in plasma as early detection markers for breast cancer.,2013,taqman low-density array qrt-pcr,"four mirnas (mir-148b, mir-376c, mir-409-3p and mir-801) were shown to be significantly upregulated in the plasma of breast cancer patients. roc curve analysis showed that the combination of only three mirnas (mir-148b, mir-409-3p and mir-801) had an equal discriminatory power between breast cancer cases and healthy controls as all four mirnas together (auc = 0.69). in conclusion, the identified mirnas might be of potential use in the development of a multimarker blood-based test to complement and improve early detection of breast cancer."
hsa-miR-376c,breast cancer,1,circulating,Cuk K et al.,Int J Cancer. 132(7):1602-12.,Circulating microRNAs in plasma as early detection markers for breast cancer.,2013,taqman low-density array qrt-pcr,"four mirnas (mir-148b, mir-376c, mir-409-3p and mir-801) were shown to be significantly upregulated in the plasma of breast cancer patients. roc curve analysis showed that the combination of only three mirnas (mir-148b, mir-409-3p and mir-801) had an equal discriminatory power between breast cancer cases and healthy controls as all four mirnas together (auc = 0.69). in conclusion, the identified mirnas might be of potential use in the development of a multimarker blood-based test to complement and improve early detection of breast cancer."
hsa-miR-409-3p,breast cancer,1,circulating,Cuk K et al.,Int J Cancer. 132(7):1602-12.,Circulating microRNAs in plasma as early detection markers for breast cancer.,2013,taqman low-density array qrt-pcr,"four mirnas (mir-148b, mir-376c, mir-409-3p and mir-801) were shown to be significantly upregulated in the plasma of breast cancer patients. roc curve analysis showed that the combination of only three mirnas (mir-148b, mir-409-3p and mir-801) had an equal discriminatory power between breast cancer cases and healthy controls as all four mirnas together (auc = 0.69). in conclusion, the identified mirnas might be of potential use in the development of a multimarker blood-based test to complement and improve early detection of breast cancer."
